date	pays	taux
1995-06-05	italy	12.04
1995-06-06	france	7.273
1995-06-06	germany	6.486
1995-06-06	italy	11.979
1995-06-07	france	7.322
1995-06-07	germany	6.505
1995-06-07	italy	12.088
1995-06-08	france	7.358
1995-06-08	germany	6.557
1995-06-08	italy	12.192
1995-06-09	france	7.488
1995-06-09	germany	6.593
1995-06-09	italy	12.288
1995-06-12	france	7.542
1995-06-12	germany	6.759
1995-06-12	italy	12.532
1995-06-13	france	7.419
1995-06-13	germany	6.707
1995-06-13	italy	12.439
1995-06-14	france	7.493
1995-06-14	germany	6.677
1995-06-14	italy	12.435
1995-06-16	france	7.549
1995-06-16	germany	6.764
1995-06-16	italy	12.617
1995-06-19	france	7.423
1995-06-19	germany	6.691
1995-06-19	italy	12.621
1995-06-20	france	7.437
1995-06-20	germany	6.661
1995-06-20	italy	12.519
1995-06-21	france	7.465
1995-06-21	germany	6.664
1995-06-21	italy	12.469
1995-06-22	france	7.355
1995-06-22	germany	6.626
1995-06-22	italy	12.387
1995-06-23	france	7.454
1995-06-23	germany	6.714
1995-06-23	italy	12.387
1995-06-26	france	7.492
1995-06-26	germany	6.785
1995-06-26	italy	12.374
1995-06-27	france	7.494
1995-06-27	germany	6.769
1995-06-27	italy	12.47
1995-06-28	france	7.506
1995-06-28	germany	6.774
1995-06-28	italy	12.444
1995-06-29	france	7.586
1995-06-29	germany	6.788
1995-06-29	italy	12.446
1995-06-30	france	7.623
1995-06-30	germany	6.902
1995-06-30	italy	12.634
1995-07-03	france	7.615
1995-07-03	germany	6.921
1995-07-03	italy	12.566
1995-07-04	france	7.6
1995-07-04	germany	6.891
1995-07-04	italy	12.479
1995-07-05	france	7.485
1995-07-05	germany	6.791
1995-07-05	italy	12.363
1995-07-06	france	7.621
1995-07-06	germany	6.836
1995-07-06	italy	12.414
1995-07-07	france	7.435
1995-07-07	germany	6.692
1995-07-07	italy	12.225
1995-07-10	france	7.367
1995-07-10	germany	6.676
1995-07-10	italy	12.082
1995-07-11	france	7.367
1995-07-11	germany	6.69
1995-07-11	italy	12.151
1995-07-12	france	7.409
1995-07-12	germany	6.698
1995-07-12	italy	12.123
1995-07-13	france	7.428
1995-07-13	germany	6.694
1995-07-13	italy	12.003
1995-07-14	france	NA
1995-07-14	germany	6.719
1995-07-14	italy	12.108
1995-07-17	france	7.41
1995-07-17	germany	6.722
1995-07-17	italy	12.203
1995-07-18	france	7.447
1995-07-18	germany	6.732
1995-07-18	italy	12.3
1995-07-19	france	7.417
1995-07-19	germany	6.813
1995-07-19	italy	12.378
1995-07-20	france	7.519
1995-07-20	germany	6.848
1995-07-20	italy	12.446
1995-07-21	france	7.512
1995-07-21	germany	6.837
1995-07-21	italy	12.233
1995-07-24	france	7.4
1995-07-24	germany	6.855
1995-07-24	italy	12.139
1995-07-25	france	7.381
1995-07-25	germany	6.755
1995-07-25	italy	12.051
1995-07-26	france	7.382
1995-07-26	germany	6.735
1995-07-26	italy	12.02
1995-07-27	france	7.385
1995-07-27	germany	6.758
1995-07-27	italy	12.044
1995-07-28	france	7.407
1995-07-28	germany	6.739
1995-07-28	italy	12.005
1995-07-31	france	7.43
1995-07-31	germany	6.762
1995-07-31	italy	12.101
1995-08-01	france	7.428
1995-08-01	germany	6.755
1995-08-01	italy	12.056
1995-08-02	france	7.312
1995-08-02	germany	6.667
1995-08-02	italy	11.94
1995-08-03	france	7.312
1995-08-03	germany	6.689
1995-08-03	italy	11.821
1995-08-04	france	7.306
1995-08-04	germany	6.66
1995-08-04	italy	11.819
1995-08-07	france	7.308
1995-08-07	germany	6.648
1995-08-07	italy	11.605
1995-08-08	france	7.329
1995-08-08	germany	6.649
1995-08-08	italy	11.641
1995-08-09	france	7.31
1995-08-09	germany	6.675
1995-08-09	italy	11.627
1995-08-10	france	7.301
1995-08-10	germany	6.658
1995-08-10	italy	11.554
1995-08-11	france	7.313
1995-08-11	germany	6.662
1995-08-11	italy	11.478
1995-08-14	france	NA
1995-08-14	germany	6.67
1995-08-14	italy	NA
1995-08-15	france	NA
1995-08-15	germany	6.76
1995-08-15	italy	NA
1995-08-16	france	7.374
1995-08-16	germany	6.774
1995-08-16	italy	11.536
1995-08-17	france	7.383
1995-08-17	germany	6.777
1995-08-17	italy	11.593
1995-08-18	france	7.329
1995-08-18	germany	6.738
1995-08-18	italy	11.638
1995-08-21	france	7.287
1995-08-21	germany	6.682
1995-08-21	italy	11.603
1995-08-22	france	7.299
1995-08-22	germany	6.688
1995-08-22	italy	11.55
1995-08-23	france	7.287
1995-08-23	germany	6.676
1995-08-23	italy	11.498
1995-08-24	france	7.308
1995-08-24	germany	6.686
1995-08-24	italy	11.518
1995-08-25	france	7.28
1995-08-25	germany	6.675
1995-08-25	italy	11.524
1995-08-28	france	7.364
1995-08-28	germany	6.658
1995-08-28	italy	11.653
1995-08-29	france	7.329
1995-08-29	germany	6.669
1995-08-29	italy	11.708
1995-08-30	france	7.326
1995-08-30	germany	6.674
1995-08-30	italy	11.689
1995-08-31	france	7.374
1995-08-31	germany	6.677
1995-08-31	italy	11.76
1995-09-01	france	7.368
1995-09-01	germany	6.626
1995-09-01	italy	11.862
1995-09-04	france	7.322
1995-09-04	germany	6.616
1995-09-04	italy	11.792
1995-09-05	france	7.32
1995-09-05	germany	6.561
1995-09-05	italy	11.702
1995-09-06	france	7.336
1995-09-06	germany	6.561
1995-09-06	italy	11.62
1995-09-07	france	7.365
1995-09-07	germany	6.518
1995-09-07	italy	11.564
1995-09-08	france	7.312
1995-09-08	germany	6.589
1995-09-08	italy	11.509
1995-09-11	france	7.371
1995-09-11	germany	6.593
1995-09-11	italy	11.53
1995-09-12	france	7.369
1995-09-12	germany	6.567
1995-09-12	italy	11.446
1995-09-13	france	7.267
1995-09-13	germany	6.498
1995-09-13	italy	11.259
1995-09-14	france	7.254
1995-09-14	germany	6.472
1995-09-14	italy	11.231
1995-09-15	france	7.253
1995-09-15	germany	6.457
1995-09-15	italy	11.211
1995-09-18	france	7.249
1995-09-18	germany	6.492
1995-09-18	italy	11.233
1995-09-19	france	7.242
1995-09-19	germany	6.468
1995-09-19	italy	11.282
1995-09-20	france	7.28
1995-09-20	germany	6.391
1995-09-20	italy	11.258
1995-09-21	france	7.279
1995-09-21	germany	6.388
1995-09-21	italy	11.406
1995-09-22	france	7.514
1995-09-22	germany	6.443
1995-09-22	italy	11.654
1995-09-25	france	7.457
1995-09-25	germany	6.542
1995-09-25	italy	11.787
1995-09-26	france	7.434
1995-09-26	germany	6.548
1995-09-26	italy	11.649
1995-09-27	france	7.495
1995-09-27	germany	6.567
1995-09-27	italy	11.706
1995-09-28	france	7.472
1995-09-28	germany	6.63
1995-09-28	italy	11.846
1995-09-29	france	7.488
1995-09-29	germany	6.613
1995-09-29	italy	11.955
1995-10-02	france	7.451
1995-10-02	germany	6.563
1995-10-02	italy	11.855
1995-10-03	france	7.441
1995-10-03	germany	6.56
1995-10-03	italy	11.999
1995-10-04	france	7.473
1995-10-04	germany	6.543
1995-10-04	italy	11.853
1995-10-05	france	7.527
1995-10-05	germany	6.54
1995-10-05	italy	11.869
1995-10-06	france	7.6
1995-10-06	germany	6.578
1995-10-06	italy	11.954
1995-10-09	france	7.61
1995-10-09	germany	6.572
1995-10-09	italy	12.001
1995-10-10	france	7.588
1995-10-10	germany	6.559
1995-10-10	italy	11.931
1995-10-11	france	7.547
1995-10-11	germany	6.589
1995-10-11	italy	11.896
1995-10-12	france	7.539
1995-10-12	germany	6.589
1995-10-12	italy	11.83
1995-10-13	france	7.505
1995-10-13	germany	6.515
1995-10-13	italy	11.731
1995-10-16	france	7.561
1995-10-16	germany	6.533
1995-10-16	italy	11.81
1995-10-17	france	7.52
1995-10-17	germany	6.539
1995-10-17	italy	11.843
1995-10-18	france	7.511
1995-10-18	germany	6.519
1995-10-18	italy	11.884
1995-10-19	france	7.499
1995-10-19	germany	6.496
1995-10-19	italy	11.837
1995-10-20	france	7.551
1995-10-20	germany	6.498
1995-10-20	italy	12.041
1995-10-23	france	7.571
1995-10-23	germany	6.546
1995-10-23	italy	12.432
1995-10-24	france	7.532
1995-10-24	germany	6.536
1995-10-24	italy	12.375
1995-10-25	france	7.439
1995-10-25	germany	6.451
1995-10-25	italy	12.314
1995-10-26	france	7.436
1995-10-26	germany	6.449
1995-10-26	italy	12.076
1995-10-27	france	7.318
1995-10-27	germany	6.462
1995-10-27	italy	11.98
1995-10-30	france	7.324
1995-10-30	germany	6.448
1995-10-30	italy	11.854
1995-10-31	france	7.283
1995-10-31	germany	6.425
1995-10-31	italy	11.868
1995-11-01	france	NA
1995-11-01	germany	6.391
1995-11-01	italy	11.89
1995-11-02	france	7.228
1995-11-02	germany	6.387
1995-11-02	italy	11.723
1995-11-03	france	7.234
1995-11-03	germany	6.388
1995-11-03	italy	11.699
1995-11-06	france	7.248
1995-11-06	germany	6.392
1995-11-06	italy	11.835
1995-11-07	france	7.183
1995-11-07	germany	6.392
1995-11-07	italy	11.753
1995-11-08	france	7.11
1995-11-08	germany	6.346
1995-11-08	italy	11.661
1995-11-09	france	7.117
1995-11-09	germany	6.33
1995-11-09	italy	11.705
1995-11-10	france	7.138
1995-11-10	germany	6.349
1995-11-10	italy	11.779
1995-11-13	france	7.094
1995-11-13	germany	6.321
1995-11-13	italy	11.759
1995-11-14	france	7.086
1995-11-14	germany	6.313
1995-11-14	italy	11.626
1995-11-15	france	7.057
1995-11-15	germany	6.296
1995-11-15	italy	11.697
1995-11-16	france	6.961
1995-11-16	germany	6.285
1995-11-16	italy	11.59
1995-11-17	france	6.969
1995-11-17	germany	6.311
1995-11-17	italy	11.638
1995-11-20	france	7.005
1995-11-20	germany	6.3
1995-11-20	italy	11.569
1995-11-21	france	7.002
1995-11-21	germany	6.329
1995-11-21	italy	11.725
1995-11-22	france	6.976
1995-11-22	germany	6.29
1995-11-22	italy	11.678
1995-11-23	france	6.947
1995-11-23	germany	6.267
1995-11-23	italy	11.605
1995-11-24	france	6.893
1995-11-24	germany	6.238
1995-11-24	italy	11.582
1995-11-27	france	6.817
1995-11-27	germany	6.184
1995-11-27	italy	11.47
1995-11-28	france	6.876
1995-11-28	germany	6.202
1995-11-28	italy	11.46
1995-11-29	france	6.942
1995-11-29	germany	6.206
1995-11-29	italy	11.458
1995-11-30	france	6.915
1995-11-30	germany	6.15
1995-11-30	italy	11.51
1995-12-01	france	6.932
1995-12-01	germany	6.107
1995-12-01	italy	11.387
1995-12-04	france	6.979
1995-12-04	germany	6.082
1995-12-04	italy	11.457
1995-12-05	france	6.865
1995-12-05	germany	6.042
1995-12-05	italy	11.449
1995-12-06	france	6.8
1995-12-06	germany	6.02
1995-12-06	italy	11.179
1995-12-07	france	6.846
1995-12-07	germany	6.046
1995-12-07	italy	11.238
1995-12-08	france	6.794
1995-12-08	germany	6.054
1995-12-08	italy	11.22
1995-12-11	france	6.824
1995-12-11	germany	6.081
1995-12-11	italy	11.186
1995-12-12	france	6.849
1995-12-12	germany	6.081
1995-12-12	italy	11.16
1995-12-13	france	6.878
1995-12-13	germany	6.073
1995-12-13	italy	11.168
1995-12-14	france	6.773
1995-12-14	germany	6.023
1995-12-14	italy	11.164
1995-12-15	france	6.697
1995-12-15	germany	6.003
1995-12-15	italy	11.169
1995-12-18	france	6.669
1995-12-18	germany	6.022
1995-12-18	italy	11.16
1995-12-19	france	6.752
1995-12-19	germany	6.092
1995-12-19	italy	11.209
1995-12-20	france	6.727
1995-12-20	germany	6.037
1995-12-20	italy	11.16
1995-12-21	france	6.792
1995-12-21	germany	6.095
1995-12-21	italy	11.17
1995-12-22	france	6.715
1995-12-22	germany	6.078
1995-12-22	italy	11.032
1995-12-27	france	6.681
1995-12-27	germany	6.04
1995-12-27	italy	10.957
1995-12-28	france	6.669
1995-12-28	germany	6.025
1995-12-28	italy	10.895
1995-12-29	france	6.692
1995-12-29	germany	6.013
1995-12-29	italy	10.866
1996-01-01	france	NA
1996-01-01	germany	6.008
1996-01-01	italy	NA
1996-01-02	france	6.628
1996-01-02	germany	5.974
1996-01-02	italy	10.699
1996-01-03	france	6.649
1996-01-03	germany	5.979
1996-01-03	italy	10.711
1996-01-04	france	6.682
1996-01-04	germany	5.996
1996-01-04	italy	10.593
1996-01-05	france	6.67
1996-01-05	germany	6.004
1996-01-05	italy	10.683
1996-01-06	france	NA
1996-01-06	germany	5.994
1996-01-06	italy	NA
1996-01-07	france	NA
1996-01-07	germany	5.991
1996-01-07	italy	NA
1996-01-08	france	6.666
1996-01-08	germany	5.97
1996-01-08	italy	10.662
1996-01-09	france	6.62
1996-01-09	germany	5.943
1996-01-09	italy	10.539
1996-01-10	france	6.588
1996-01-10	germany	5.929
1996-01-10	italy	10.608
1996-01-11	france	6.573
1996-01-11	germany	5.933
1996-01-11	italy	10.567
1996-01-12	france	6.541
1996-01-12	germany	5.898
1996-01-12	italy	10.584
1996-01-13	france	NA
1996-01-13	germany	5.9
1996-01-13	italy	NA
1996-01-14	france	NA
1996-01-14	germany	5.935
1996-01-14	italy	NA
1996-01-15	france	6.497
1996-01-15	germany	5.862
1996-01-15	italy	10.537
1996-01-16	france	6.329
1996-01-16	germany	5.82
1996-01-16	italy	10.357
1996-01-17	france	6.325
1996-01-17	germany	5.793
1996-01-17	italy	10.338
1996-01-18	france	6.318
1996-01-18	germany	5.801
1996-01-18	italy	10.144
1996-01-19	france	6.293
1996-01-19	germany	5.814
1996-01-19	italy	10.073
1996-01-20	france	NA
1996-01-20	germany	5.824
1996-01-20	italy	NA
1996-01-21	france	NA
1996-01-21	germany	5.831
1996-01-21	italy	NA
1996-01-22	france	6.334
1996-01-22	germany	5.829
1996-01-22	italy	10.259
1996-01-23	france	6.333
1996-01-23	germany	5.866
1996-01-23	italy	10.29
1996-01-24	france	6.309
1996-01-24	germany	5.831
1996-01-24	italy	10.183
1996-01-25	france	6.39
1996-01-25	germany	5.801
1996-01-25	italy	10.276
1996-01-26	france	6.382
1996-01-26	germany	5.913
1996-01-26	italy	10.409
1996-01-27	france	NA
1996-01-27	germany	5.88
1996-01-27	italy	NA
1996-01-29	france	6.455
1996-01-29	germany	5.873
1996-01-29	italy	10.416
1996-01-30	france	6.381
1996-01-30	germany	5.923
1996-01-30	italy	10.272
1996-01-31	france	6.402
1996-01-31	germany	5.906
1996-01-31	italy	10.243
1996-02-01	france	6.419
1996-02-01	germany	5.911
1996-02-01	italy	10.134
1996-02-02	france	6.491
1996-02-02	germany	5.945
1996-02-02	italy	10.167
1996-02-05	france	6.557
1996-02-05	germany	5.973
1996-02-05	italy	10.347
1996-02-06	france	6.501
1996-02-06	germany	6.114
1996-02-06	italy	10.282
1996-02-07	france	6.508
1996-02-07	germany	6.04
1996-02-07	italy	10.251
1996-02-08	france	6.525
1996-02-08	germany	6.098
1996-02-08	italy	10.221
1996-02-09	france	6.524
1996-02-09	germany	6.156
1996-02-09	italy	10.236
1996-02-10	france	NA
1996-02-10	germany	6.088
1996-02-10	italy	NA
1996-02-11	france	NA
1996-02-11	germany	6.088
1996-02-11	italy	NA
1996-02-12	france	6.535
1996-02-12	germany	6.132
1996-02-12	italy	10.331
1996-02-13	france	6.512
1996-02-13	germany	6.074
1996-02-13	italy	10.241
1996-02-14	france	6.603
1996-02-14	germany	6.122
1996-02-14	italy	10.482
1996-02-15	france	6.583
1996-02-15	germany	6.169
1996-02-15	italy	10.686
1996-02-16	france	6.603
1996-02-16	germany	6.143
1996-02-16	italy	10.858
1996-02-17	france	NA
1996-02-17	germany	6.169
1996-02-17	italy	NA
1996-02-18	france	NA
1996-02-18	germany	6.166
1996-02-18	italy	NA
1996-02-19	france	6.73
1996-02-19	germany	6.272
1996-02-19	italy	11.031
1996-02-20	france	6.805
1996-02-20	germany	6.391
1996-02-20	italy	11.006
1996-02-21	france	6.738
1996-02-21	germany	6.383
1996-02-21	italy	10.83
1996-02-22	france	6.693
1996-02-22	germany	6.304
1996-02-22	italy	10.761
1996-02-23	france	6.663
1996-02-23	germany	6.298
1996-02-23	italy	10.653
1996-02-24	france	NA
1996-02-24	germany	6.293
1996-02-24	italy	NA
1996-02-25	france	NA
1996-02-25	germany	6.293
1996-02-25	italy	NA
1996-02-26	france	6.723
1996-02-26	germany	6.431
1996-02-26	italy	10.758
1996-02-27	france	6.727
1996-02-27	germany	6.412
1996-02-27	italy	10.678
1996-02-28	france	6.66
1996-02-28	germany	6.387
1996-02-28	italy	10.503
1996-02-29	france	6.694
1996-02-29	germany	6.398
1996-02-29	italy	10.581
1996-03-01	france	6.562
1996-03-01	germany	6.327
1996-03-01	italy	10.495
1996-03-02	france	NA
1996-03-02	germany	6.291
1996-03-02	italy	NA
1996-03-04	france	6.516
1996-03-04	germany	6.274
1996-03-04	italy	10.417
1996-03-05	france	6.57
1996-03-05	germany	6.327
1996-03-05	italy	10.377
1996-03-06	france	6.561
1996-03-06	germany	6.303
1996-03-06	italy	10.534
1996-03-07	france	6.605
1996-03-07	germany	6.355
1996-03-07	italy	10.501
1996-03-08	france	6.664
1996-03-08	germany	6.546
1996-03-08	italy	10.676
1996-03-11	france	6.646
1996-03-11	germany	6.6
1996-03-11	italy	10.875
1996-03-12	france	6.72
1996-03-12	germany	6.58
1996-03-12	italy	10.808
1996-03-13	france	6.719
1996-03-13	germany	6.559
1996-03-13	italy	10.774
1996-03-14	france	6.7
1996-03-14	germany	6.554
1996-03-14	italy	10.703
1996-03-15	france	6.751
1996-03-15	germany	6.528
1996-03-15	italy	10.779
1996-03-18	france	6.699
1996-03-18	germany	6.563
1996-03-18	italy	10.736
1996-03-19	france	6.692
1996-03-19	germany	6.54
1996-03-19	italy	10.743
1996-03-20	france	6.647
1996-03-20	germany	6.595
1996-03-20	italy	10.691
1996-03-21	france	6.737
1996-03-21	germany	6.454
1996-03-21	italy	10.631
1996-03-22	france	6.753
1996-03-22	germany	6.468
1996-03-22	italy	10.737
1996-03-25	france	6.59
1996-03-25	germany	6.388
1996-03-25	italy	10.659
1996-03-26	france	6.623
1996-03-26	germany	6.417
1996-03-26	italy	10.82
1996-03-27	france	6.627
1996-03-27	germany	6.384
1996-03-27	italy	10.797
1996-03-28	france	6.609
1996-03-28	germany	6.431
1996-03-28	italy	10.883
1996-03-29	france	6.582
1996-03-29	germany	6.435
1996-03-29	italy	10.856
1996-04-01	france	6.548
1996-04-01	germany	6.391
1996-04-01	italy	10.755
1996-04-02	france	6.509
1996-04-02	germany	6.329
1996-04-02	italy	10.698
1996-04-03	france	6.566
1996-04-03	germany	6.37
1996-04-03	italy	10.68
1996-04-04	france	6.582
1996-04-04	germany	6.387
1996-04-04	italy	10.62
1996-04-05	france	NA
1996-04-05	germany	6.398
1996-04-05	italy	10.69
1996-04-11	france	6.602
1996-04-11	germany	6.507
1996-04-11	italy	10.544
1996-04-12	france	6.556
1996-04-12	germany	6.455
1996-04-12	italy	10.467
1996-04-13	france	NA
1996-04-13	germany	6.455
1996-04-13	italy	NA
1996-04-14	france	NA
1996-04-14	germany	6.462
1996-04-14	italy	NA
1996-04-15	france	6.602
1996-04-15	germany	6.428
1996-04-15	italy	10.393
1996-04-16	france	6.552
1996-04-16	germany	6.415
1996-04-16	italy	10.355
1996-04-17	france	6.587
1996-04-17	germany	6.435
1996-04-17	italy	10.457
1996-04-18	france	6.531
1996-04-18	germany	6.441
1996-04-18	italy	10.36
1996-04-19	france	6.46
1996-04-19	germany	6.413
1996-04-19	italy	10.344
1996-04-22	france	6.424
1996-04-22	germany	6.322
1996-04-22	italy	9.951
1996-04-23	france	6.411
1996-04-23	germany	6.329
1996-04-23	italy	9.913
1996-04-24	france	6.413
1996-04-24	germany	6.346
1996-04-24	italy	9.899
1996-04-25	france	6.417
1996-04-25	germany	6.345
1996-04-25	italy	9.899
1996-04-26	france	6.375
1996-04-26	germany	6.312
1996-04-26	italy	9.805
1996-04-29	france	6.399
1996-04-29	germany	6.324
1996-04-29	italy	9.883
1996-04-30	france	6.401
1996-04-30	germany	6.35
1996-04-30	italy	9.839
1996-05-01	france	NA
1996-05-01	germany	6.358
1996-05-01	italy	NA
1996-05-02	france	6.443
1996-05-02	germany	6.353
1996-05-02	italy	9.764
1996-05-03	france	6.51
1996-05-03	germany	6.539
1996-05-03	italy	9.853
1996-05-06	france	6.493
1996-05-06	germany	6.527
1996-05-06	italy	9.875
1996-05-07	france	6.501
1996-05-07	germany	6.536
1996-05-07	italy	9.865
1996-05-08	france	NA
1996-05-08	germany	6.529
1996-05-08	italy	9.861
1996-05-09	france	6.532
1996-05-09	germany	6.503
1996-05-09	italy	9.885
1996-05-10	france	6.462
1996-05-10	germany	6.466
1996-05-10	italy	9.916
1996-05-13	france	6.491
1996-05-13	germany	6.483
1996-05-13	italy	9.767
1996-05-14	france	6.447
1996-05-14	germany	6.441
1996-05-14	italy	9.74
1996-05-15	france	6.479
1996-05-15	germany	6.424
1996-05-15	italy	9.784
1996-05-16	france	NA
1996-05-16	germany	6.474
1996-05-16	italy	9.775
1996-05-17	france	6.456
1996-05-17	germany	6.39
1996-05-17	italy	9.645
1996-05-20	france	6.446
1996-05-20	germany	6.391
1996-05-20	italy	9.543
1996-05-21	france	6.443
1996-05-21	germany	6.415
1996-05-21	italy	9.573
1996-05-22	france	6.468
1996-05-22	germany	6.446
1996-05-22	italy	9.604
1996-05-23	france	6.436
1996-05-23	germany	6.43
1996-05-23	italy	9.556
1996-05-24	france	6.436
1996-05-24	germany	6.444
1996-05-24	italy	9.599
1996-05-26	france	NA
1996-05-26	germany	6.405
1996-05-26	italy	NA
1996-05-27	france	NA
1996-05-27	germany	6.393
1996-05-27	italy	9.551
1996-05-28	france	6.455
1996-05-28	germany	6.406
1996-05-28	italy	9.496
1996-05-29	france	6.476
1996-05-29	germany	6.425
1996-05-29	italy	9.456
1996-05-30	france	6.494
1996-05-30	germany	6.421
1996-05-30	italy	9.552
1996-05-31	france	6.507
1996-05-31	germany	6.524
1996-05-31	italy	9.675
1996-06-03	france	6.532
1996-06-03	germany	6.528
1996-06-03	italy	9.66
1996-06-04	france	6.491
1996-06-04	germany	6.469
1996-06-04	italy	9.582
1996-06-05	france	6.518
1996-06-05	germany	6.503
1996-06-05	italy	9.585
1996-06-06	france	6.472
1996-06-06	germany	6.45
1996-06-06	italy	9.558
1996-06-07	france	6.53
1996-06-07	germany	6.466
1996-06-07	italy	9.63
1996-06-10	france	6.521
1996-06-10	germany	6.542
1996-06-10	italy	9.606
1996-06-12	france	6.516
1996-06-12	germany	6.541
1996-06-12	italy	9.594
1996-06-13	france	6.567
1996-06-13	germany	6.599
1996-06-13	italy	9.66
1996-06-14	france	6.601
1996-06-14	germany	6.645
1996-06-14	italy	9.727
1996-06-17	france	6.612
1996-06-17	germany	6.666
1996-06-17	italy	9.695
1996-06-18	france	6.654
1996-06-18	germany	6.639
1996-06-18	italy	9.673
1996-06-19	france	6.617
1996-06-19	germany	6.613
1996-06-19	italy	9.574
1996-06-20	france	6.654
1996-06-20	germany	6.659
1996-06-20	italy	9.546
1996-06-21	france	6.588
1996-06-21	germany	6.63
1996-06-21	italy	9.465
1996-06-24	france	6.586
1996-06-24	germany	6.591
1996-06-24	italy	9.483
1996-06-27	france	6.604
1996-06-27	germany	6.583
1996-06-27	italy	9.491
1996-06-28	france	6.489
1996-06-28	germany	6.597
1996-06-28	italy	9.412
1996-07-01	france	6.504
1996-07-01	germany	6.5
1996-07-01	italy	9.4
1996-07-02	france	6.583
1996-07-02	germany	6.51
1996-07-02	italy	9.402
1996-07-03	france	6.551
1996-07-03	germany	6.544
1996-07-03	italy	9.392
1996-07-04	france	6.556
1996-07-04	germany	6.521
1996-07-04	italy	9.29
1996-07-05	france	6.609
1996-07-05	germany	6.532
1996-07-05	italy	9.315
1996-07-08	france	6.605
